,CAND_NAME,CAND_OFFICE_ST,TTL_DISB
3233,"FRENCH, LESLIE LEIGH",WA,69555.44
3234,"KRAFT, VICKI CALDWELL",WA,73317.97
3235,"WHITE, DOUG",WA,752778.95
3236,"MCKINLEY, DOUGLAS E. JR.",WA,4036.33
3237,"KLIPPERT, BRADLEY",WA,42969.0
3238,"SESSLER, JERROD",WA,530365.37
3239,"CULP, LOREN",WA,349581.75
3240,"GIBSON, COREY",WA,188695.26
3241,"NEWHOUSE, DAN",WA,2404156.24
3242,"DANIMUS, ANN MARIE",WA,187597.12
3243,"HILL, NATASHA",WA,377499.11
3244,"DANIMUS, ANN MARIE",WA,187597.12
3245,"FOLEY, THOMAS S",WA,22303.91
3246,"BROWN, LISA",WA,99122.8
3247,"CLYNCH, SEAN R",WA,6887.04
3248,"MCMORRIS RODGERS, CATHY",WA,6271143.61
3249,"PARSON, REBECCA ELIZABETH",WA,192652.0
3250,"KILMER, DEREK",WA,4397699.31
3251,"KREISELMAIER, ELIZABETH",WA,428181.47
3252,"HANSEN, AARON",WA,174.72
3253,"BINNS, CHRIS RAYMOND",WA,4280.31
3254,"WALKINSHAW, BRADY PINERO",WA,0.0
3255,"JAYAPAL, PRAMILA",WA,2005126.14
3256,"GLUMAZ, PAUL",WA,17374.03
3257,"MOON, CLIFFORD E",WA,21118.12
3258,"KELLER, CRAIG",WA,112.0
3259,"SCHRIER, KIM DR.",WA,11003511.0
3260,"JENSEN, JESSE",WA,1422.56
3261,"LARKIN, MATT MR",WA,2792175.64
3262,"DUNN, REAGAN B",WA,884606.95
3263,"STEPHENSON, SCOTT",WA,309760.53
3264,"GREYWOLF, JUSTIN",WA,5661.26
3265,"GALLARDO, STEPHANIE D",WA,202439.54
3266,"MARX, KRYSTAL",WA,11740.92
3267,"SMITH, D. ADAM",WA,1378652.77
3268,"CHAN, SEA",WA,16278.47
3269,"PEDERSEN, SETH",WA,0.0
3270,"BASLER, DOUGLAS MICHAEL",WA,141268.27
3271,"HECK, DENNIS",WA,800519.71
3272,"STRICKLAND, MARILYN",WA,1441133.84
3273,"GARDNER, PHIL",WA,281.2
3274,"INGRIM, RIAN",WA,0.0
3275,"JOHNSON, DEAN",WA,1047.42
3276,"MAYNARD, JACKSON",WA,2650.0
3277,"SWANK, KEITH ROLAND",WA,179494.51
3278,"HEWETT, DON",WA,0.0
3279,"MCCLENDON, MARTIN V.",WA,2284.99
3280,"SLOTNICK, NANCY DAILEY",WA,911.31
3281,"RANDAZZA-PADE, JOSHUA JERRY",WI,0.0
3282,"POLACK, ROGER",WI,9796.9
3283,"ROE, ANN",WI,814497.12
3284,"BRYCE, RANDY",WI,19764.76
3285,"POLCE, NICK",WI,0.0
3286,"STEIL, BRYAN GEORGE",WI,2457229.84
3287,"STEEN, KEVIN ADAM",WI,1261.3
3288,"POCAN, MARK",WI,1002074.85
3289,"BARRY, CHARITY",WI,77304.82
3290,"OLSEN, ERIK",WI,65075.19
3291,"THERON, DANIEL PETER",WI,17317.72
3292,"NEUMANN, MARK ALLEN",WI,70226.65
3293,"PFAFF, BRAD",WI,1873293.31
3294,"COOKE, REBECCA",WI,486145.81
3295,"MCGRATH, DEB",WI,738955.79
3296,"KIND, RONALD JAMES",WI,843905.01
3297,"EBBEN, JESSI",WI,11697.95
3298,"VAN ORDEN, DERRICK F. MR.",WI,6248720.31
3299,"MOORE, GWEN S",WI,1180342.41
3300,"KATZENMEYER, JESSICA",WI,41332.77
3301,"VAN SOMEREN, MIKE",WI,82738.08
3302,"PALZEWICZ, TOM",WI,0.0
3303,"FITZGERALD, SCOTT",WI,778387.41
3304,"DETEMPLE, CLIFFORD JAMES",WI,42009.05
3305,"SENSENBRENNER, F. JAMES JR.",WI,241212.48
3306,"BOOR, MATTHEW",WI,0.0
3307,"KING, JESSICA JEANE MS",WI,43097.91
3308,"WASHBURN, AMY IRENE MS.",WI,7914.96
3309,"MULLENIX, DOUGLAS",WI,59762.11
3310,"GROTHMAN, GLENN S.",WI,975465.94
3311,"ZUNKER, TRICIA",WI,6458.75
3312,"AUSMAN, RICHARD",WI,88375.19
3313,"ENGEBRETSON, MARGARET RUTH",WI,0.0
3314,"DUFFY, SEAN",WI,244385.87
3315,"TIFFANY, TOM",WI,948070.49
3316,"KUNELIUS, DAVID WALTER",WI,8077.84
3317,"STUCK, AMANDA",WI,2139.17
3318,"NELSON, TOM",WI,1601478.64
3319,"CLARMONT, SHAUN MICHAEL",WI,7481.08
3320,"GALLAGHER, MICHAEL JOHN",WI,1313202.99
3321,"VANDENPLAS, JACOB JOHN",WI,5229.04
3322,"SISCO, MICHAEL RAYMOND",WV,5357.16
3323,"FULLER, SCOTT ALLEN MR",WV,21788.86
3324,"LAWHORN, ZANE RENE",WV,20952.28
3325,"MILLER, CAROL DEVINE",WV,1155260.08
3326,"WENDELL, BARRY LEE MR.",WV,28025.43
3327,"UNGER, JOHN R II",WV,0.0
3328,"SERGENT, TALLEY",WV,0.0
3329,"MCKINLEY, DAVID B. MR.",WV,2801325.94
3330,"BRAUN, CARLY",WV,20900.96
3331,"BUCHSER-LOCHOCKI, SUSAN",WV,26561.14
3332,"SECKMAN, MICHAEL",WV,12271.4
3333,"MOONEY, ALEXANDER XAVIER",WV,6003215.39
3334,"REED, KENNETH RAY",WV,0.0
3335,"MOORE, RILEY",WV,3022.63
3336,"TURNER, HILARY",WV,0.0
3337,"JENKINS, EVAN H",WV,0.0
3338,"LUCAS, CONRAD G. MR. II",WV,105.0
3339,"GEARHEART, MARTY",WV,0.0
3340,"BEACH, CARL",WY,0.0
3341,"GREYBULL, LYNNETTE",WY,87933.5
3342,"HELM, TRAVIS",WY,0.0
3343,"BOUCHARD, ANTHONY",WY,660553.66
3344,"HAGEMAN, HARRIET",WY,5295892.93
3345,"GRAY, CHARLES",WY,326265.74
3346,"KNAPP, EVERETT DENTON JR",WY,29646.89
3347,"BELINSKEY, ROBYN MARIWE",WY,4343.99
3348,"LUMMIS, CYNTHIA MARIE",WY,352180.98
3349,"SELVIG, MARISSA JOY",WY,19728.65
3350,"HARDISON, CASEY WILLIAM MR",WY,963.34
3351,"HARDISON, CASEY WILLIAM",WY,963.34
3352,"BRUBAKER, RICHARD",WY,5000.0
3353,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",00,301541.73
3354,"DELANEY, JOHN K.",00,11103.81
3355,"YANG, ANDREW MR.",00,234177.41
3356,"BRADFORD, DAPHNE DENISE",00,10899.34
3357,"OJEDA, RICHARD NEECE II",00,0.0
3358,"POWERS, CHRISTIN NOEL MS.",00,2528.71
3359,"SENEY, RAYMOND J",00,60.0
3360,"GILLIBRAND, KIRSTEN",00,89756.87
3361,"HARRIS, KAMALA D.",00,758271.3
3362,"WILSON, KURTIS KING MR",00,0.0
3363,"WARREN, ELIZABETH",00,666532.93
3364,"BOOKER, CORY A.",00,887575.31
3365,"WILLIAMSON, MARIANNE",00,207649.45
3366,"INSLEE, JAY R",00,38858.34
3367,"HICKENLOOPER, JOHN W.",00,0.0
3368,"O'ROURKE, ROBERT BETO",00,0.0
3369,"MESSAM, WAYNE MARTIN",00,0.0
3370,"GRAVEL, MAURICE ROBERT",00,0.0
3371,"BENNET, MICHAEL F.",00,3590.88
3372,"MOULTON, SETH",00,8410.84
3373,"BULLOCK, STEVE",00,0.0
3374,"DE BLASIO, BILL",00,38887.88
3375,"MCINNIS, CHARLETA",00,0.0
3376,"STEYER, TOM",00,1958662.83
3377,"BOYD, MOSEMARIE DORA (""MOSIE"")",00,785.03
3378,"BLOOMBERG, MICHAEL R.",00,1165887.36
3379,"HALL, ELLA REE",00,30.0
3380,"EDWARDS, JOHN",00,0.0
3381,"SHARPTON, REV ALFRED C",00,0.0
3382,"MERCER JR, LEE",00,384000000.0
3383,"CAMPBELL, CHRISTOPHER JOESPH",00,0.0
3384,"GAILEY, WILLIAM",00,782.08
3385,"MERCER, LEE",00,128000000.0
3386,"SMYTH, HERBERT EZEKIEL ZEKE",00,0.0
3387,"SANDERS, BERNARD",00,2525369.82
3388,"CARTER, WILLIE FELIX",00,5406.68
3389,"BIDEN, JOSEPH R JR",00,10161095.52
3390,"KLOBUCHAR, AMY J.",00,58127.26
3391,"BICKELMEYER, MICHAEL",00,706.46
3392,"HERZ, DAVID RAPHAEL MR.",00,0.0
3393,"LEE, HUHNKIE",00,25244.57
3394,"BRAINARD, CHRISTOPHER",00,0.0
3395,"MERONEY, JAMES EDWIN",00,0.0
3396,"PEPPE, JAMES",00,0.0
3397,"VILLARI, TIMOTHY MICHAEL MR.",00,2205.97
3398,"WELD, WILLIAM FLOYD (BILL)",00,5142.85
3399,"WALSH, JOE",00,0.0
3400,"SANFORD, MARSHALL HON",00,25760.7
3401,"RODEO, KENNY",00,0.0
3402,"WALTON, GREG",00,0.0
3403,"SANTORUM, RICHARD J.",00,2489.0
3404,"BACHMANN, MICHELE",00,132139.06
3405,"FRAYER, DONALD ROBERT",00,348.22
3406,"TILLIS, CHRISTOPHER GEORGE",00,0.0
3407,"FAULKNOR, DONALD EARL MR. JR",00,0.0
3408,"KROSS, STEVEN",00,1379.78
3409,"TORRES, JESUS MR.",00,30.09
3410,"STAPLETON, COREY",00,3752.4
3411,"COLLINS, JOSEPH",00,0.0
3412,"GINGRICH, NEWT",00,2530.0
3413,"FOX, CHERUNDA LYNN",00,30832.69
3414,"WALKER, SCOTT",00,198387.95
3415,"CRUZ, RAFAEL EDWARD ""TED""",00,0.0
3416,"RUBIO, MARCO",00,882.47
3417,"PATAKI, GEORGE E",00,378.0
3418,"BUSH, JEB",00,5478.76
3419,"DE  LA  FUENTE, ROQUE ROCKY",00,43914.24
3420,"PAUL, RON",00,0.0
3421,"WUENSCHE, VERNON EDGAR",00,0.0
3422,"WEST, KANYE",00,1153174.75
3423,"ROLDE, DAVID",00,960.0
3424,"BUCHSER-LOCHOCKI, SUSAN",00,1452.16
3425,"STEIN, JILL",00,94670.9
3426,"SCHRINER, JOSEPH CHARLES",00,75.0
3427,"DAVIS, KELVIN GERAD",00,0.0
3428,"SIMPSON, GLENN SCOTT ALLISTAIR MR.",00,0.0
3429,"MCCRAY, VALERIE LIN DR.",00,12772.2
3430,"BRADFORD, SCOTT",00,24.06
3431,"CHARLES, MARK R.",00,464.5
3432,"TAYLOR, HORACE DONALD",00,6.0
3433,"SCURLOCK, FRANK MIALS",00,0.0
3434,"PIERCE, BROCK",00,17873.29
3435,"PULLIAM, ALANDER",00,22819.0
3436,"CORDOVA, VINCENT DEAN MR. JR.",00,0.0
3437,"PARKER, JACOB MATTHEW MR.",00,0.0
3438,"HOFF, SAMUEL B DR",00,0.0
3439,"STASEVICH, JON EDWARD",00,1542.52
3440,"CARTER, GREGORY MARCUS MR",00,5475.5
3441,"ZORC, TONY",00,8313.75
3442,"KEYES, ALAN L",00,0.0
3443,"BERRY, JOEY",00,0.0
3444,"MCMULLIN, EVAN / MINDY FINN",00,5825.0
3445,"HOFF, SAMUEL B DR",00,0.0
3446,"ELLIOTT, CLAIRE ELISABETH",00,0.0
3447,"KOKESH, ADAM",00,318.77
3448,"SUPREME, VERMIN LOVE",00,0.0
3449,"JORGENSEN, JO",00,121384.1
3450,"VANACORE, LOUIS DEAN",00,0.0
3451,"MONDS, JOHN",00,1392.1
3452,"AVOURIS, AARON PATRICK",00,0.0
3453,"GRAY, PHIL MR.",00,8094.93
3454,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",00,0.0
3455,"MAPSTEAD, LARS DAMIAN 8319014600",00,17860.85
3456,"TER MAAT, MICHAEL",00,33439.76
3457,"CHAFEE, LINCOLN DAVENPORT MR.",00,22932.02
3458,"GERHARDT, ERIK",00,5555.0
3459,"SMITH, DWIGHT STANFORD",00,1469.0
3460,"PRAG, CHOMI",00,0.0
3461,"VALENTINE, JAMES",00,61.25
3462,"TRAHAN, CHANCE BRADFORD MR",00,50929.79
3463,"CARROLL, JERRY LEON",00,80.0
3464,"CARROLL, BRIAN T",00,300.0
3465,"SHERMAN, JASMINE MS.",00,5830.48
3466,"GEORGE, JEFF",00,0.0
3467,"HAWKINS, HOWIE",00,50682.4
3468,"SPONHEIM, DAVID JON",00,1092.78
3469,"HARDISON, CASEY WILLIAM MR",00,2284.19
3470,"FLOYD, MICHAEL",00,13515.99
3471,"ROBERTS, CLIFTON LEE MR.",00,5636.23
3472,"HUNTER, DARIO DAVID",00,3729.04
3473,"SIMMONS, JADE",00,508.0
3474,"FLORQUIST, CHRISTOPHER PAUL",00,2301.76
3475,"MEDEIROS, JOHN MANIMAS MR.",00,0.0
3476,"RULLAN, JUAN F",00,0.0
3477,"JENKINS, MICHAEL DWAYNE",00,0.0
3478,"MARCELLINI, MARK ROBERT",00,0.0
3479,"RESCH, SUSAN",00,8363.3
3480,"GRAY-JACKSON, ELVI",AK,161518.33
3481,"CHESBRO, PATRICIA",AK,179084.32
3482,"TSHIBAKA, KELLY",AK,5866106.5
3483,"MURKOWSKI, LISA",AK,9443707.55
3484,"SULLIVAN, DAN",AK,441460.59
3485,"STEPHENS, JOE TRUMP AKA NOT MURKOWSKI",AK,70.76
3486,"GROSS, AL DR.",AK,446466.29
3487,"GUNGURSTEIN, SHOSHANA",AK,32479.91
3488,"MILLER, JOSEPH W",AK,41.79
3489,"THORNE, SEAN MICHAEL",AK,4842.49
3490,"LEE, HUHNKIE",AK,25244.57
3491,"JACKSON, LANNY EDWARD MR.",AL,0.0
3492,"BOYD, WILLIE EUGENE DR. JR.",AL,120800.86
3493,"CRUMPTON, RONALD (RON) STEVEN",AL,0.0
3494,"BYRNE, BRADLEY ROBERTS",AL,13066.9
3495,"TUBERVILLE, THOMAS H",AL,956908.69
3496,"MOONEY, ARNOLD",AL,3721.1
3497,"MERRILL, JOHN H",AL,71694.56
3498,"BLANCHARD, LYNDA",AL,6663585.36
3499,"BRITT, KATIE BOYD",AL,9337249.71
3500,"TAYLOR, JESSICA",AL,276559.63
3501,"SCHAFER, JACOB MARC",AL,3667.29
3502,"DURANT, MICHAEL",AL,10033387.38
3503,"DUPRIEST, KARLA",AL,4900.0
3504,"SHELBY, RICHARD C",AL,228490.28
3505,"SESSIONS, JEFFERSON B",AL,0.0
3506,"STRANGE, LUTHER J III",AL,14751.65
3507,"BROOKS, MO",AL,4750635.47
3508,"WHITFIELD, DANIEL ALLEN",AR,54001.93
3509,"JAMES, NATALIE",AR,69385.39
3510,"BOOZMAN, SEN. JOHN",AR,6666656.1
3511,"LOFTIS, HEATH PASTOR",AR,40178.45
3512,"MORGAN, JAN",AR,622788.57
3513,"DEEL, MICHAEL",AR,16119.49
3514,"BEQUETTE, JAKE MR.",AR,1387031.19
3515,"COTTON, THOMAS",AR,3069187.01
3516,"HARRINGTON, RICKY DALE MR. JR",AR,16712.54
3517,"KELLY, MARK",AZ,91652639.46
3518,"MCCARTHY, DANIEL",AZ,8848.35
3519,"FLAKE, JEFF",AZ,252716.17
3520,"PAVEZA, ROBERT",AZ,6731.13
3521,"LAMON, JIM MR",AZ,19519350.66
3522,"MCGUIRE, MICHAEL MICK",AZ,2714138.57
3523,"BRNOVICH, MARK MR.",AZ,3178303.33
3524,"MASTERS, BLAKE",AZ,15297422.81
3525,"OLSON, JUSTIN",AZ,297090.04
3526,"MELUSKEY, ALEXANDER",AZ,106.35
3527,"SINEMA, KYRSTEN",AZ,1888765.82
3528,"VICTOR, MARC J",AZ,141454.0
3529,"HESS, BARRY J II",AZ,0.0
3530,"FEINSTEIN, DIANNE",CA,46384.57
3531,"PADILLA, ALEX",CA,4397212.26
3532,"INGRAM, DENARD TYRONE",CA,10348.45
3533,"THEODORE, CHRIS MARK MR.",CA,228580.26
3534,"THEODORE, CHRIS MARK MR.",CA,228580.26
3535,"ARNOLD, MARIE ENCAR",CA,0.0
3536,"ARNOLD, MARIE ENCAR A",CA,0.0
3537,"URSICH, TIMOTHY J DR",CA,1726.51
3538,"O'DOWD, DAN",CA,7550358.83
3539,"INGRAM, DENARD",CA,10348.45
3540,"SANCHEZ, LORETTA",CA,6100.92
3541,"LIEW, SARAH DR.",CA,137983.4
3542,"LUCERO, ROBERT GEORGE MR JR",CA,10087.02
3543,"ZHOU, LIJUN (LILY)",CA,29492.19
3544,"TAYLOR, PAUL A MR",CA,100.0
3545,"GIRARD, YVONNE RENEE",CA,10269.22
3546,"HENG, ELIZABETH",CA,199304.36
3547,"MEUSER, MARK",CA,1032273.58
3548,"WILLIAMS, CORDIE LEE DR.",CA,361161.99
3549,"SMITH, CHARLES E",CA,24672.6
3550,"HALL, MYRON LOUIS DR.",CA,104086.38
3551,"ELIST, JON",CA,516699.0
3552,"GARY-PANDOL, DENICE LYN MS.",CA,12022.98
3553,"BRADLEY, JAMES P.",CA,154265.32
3554,"BHUMITRA, ARUN K",CA,4916.0
3555,"DE LA FUENTE, ROQUE ROCKY",CA,43914.24
3556,"BRADFORD, DAPHNE",CA,10899.34
3557,"BENNET, MICHAEL F.",CO,20111610.32
3558,"ROMANOFF, ANDREW",CO,323887.71
3559,"GARCIA, LORENA LORENA FOR",CO,0.0
3560,"ZORNIO, PATRICIA ANNE",CO,13188.54
3561,"JOHNSTON, MICHAEL C",CO,26779.73
3562,"SPAULDING, STEPHANY ROSE",CO,6619.28
3563,"BAER, DAN",CO,37692.01
3564,"HICKENLOOPER, JOHN W.",CO,1293773.2
3565,"BRESLIN, KAREN",CO,4625.63
3566,"YU, PETER",CO,213823.96
3567,"AADLAND, ERIK",CO,1403253.14
3568,"BREMER, ELI",CO,495791.41
3569,"CAMPANA, GINO",CO,999335.94
3570,"HANKS, RON",CO,151983.36
3571,"O'DEA, JOSEPH MATTHEW",CO,9762345.83
3572,"FLORA, DEBORAH",CO,400845.31
3573,"MOORE, GREGORY JOHN DR.",CO,17164.78
3574,"TRUJILLO, FLOYD",CO,0.0
3575,"GARDNER, CORY",CO,79357.32
3576,"NAPOLITANO, JASON ANDREW",CO,117.18
3577,"BLUMENTHAL, RICHARD",CT,9840440.49
3578,"MURPHY, CHRISTOPHER S",CT,1166804.39
3579,"HYDE, ROBERT FINLEY",CT,28975.99
3580,"FLYNN, JOHN J",CT,17679.61
3581,"LUMAJ, PJERIN (PETER)",CT,599929.23
3582,"KLARIDES, THEMIS",CT,1138366.99
3583,"LEVY, LEORA",CT,3029241.12
3584,"WOLF, AUGUST L",CT,0.0
3585,"VISCONTI, JOE",CT,2178.99
3586,"TALMADGE, KRISTI L",CT,15.0
3587,"COONS, CHRISTOPHER A.",DE,836792.68
3588,"SCARANE, JESSICA",DE,10183.3
3589,"CARPER, THOMAS R.",DE,535280.67
3590,"WITZKE, LAUREN ELENA",DE,5033.54
3591,"DEMARTINO, JAMES",DE,0.0
3592,"O'DONNELL, CHRISTINE",DE,0.0
3593,"TRUONO, EUGENE (GENE) J JR",DE,8358.0
3594,"LAROSE, JOSUE",FL,0.0
3595,"ELLISON, ALLEN",FL,82834.52
3596,"WEIL, JOSHUA JOSEPH",FL,34782.68
3597,"GRAYSON, ALAN MARK",FL,856254.54
3598,"SANCHEZ, WILLIAM",FL,235693.9
3599,"DEMINGS, VAL",FL,81065470.43
3600,"WATSON, COLEMAN",FL,13366.73
3601,"FOX, ALBERT A MR JR",FL,21454.0
3602,"RUSH, BRIAN",FL,49763.73
3603,"DE LA FUENTE, RICARDO",FL,22740.0
3604,"DE LA FUENTE, RICARDO",FL,22740.0
3605,"LAROSE, JOSUE DR.",FL,0.0
3606,"GRAYSON, ALAN MARK",FL,856254.54
3607,"NELSON, BILL",FL,1433113.58
3608,"RUBIO, MARCO",FL,45393216.23
3609,"SKRBIC, LJUBO DR",FL,7583.0
3610,"HARIDOPOLOS, MIKE",FL,140510.7
3611,"MIGUEL, LUIS",FL,3012.87
3612,"DRIGGERS, CALVIN JOB",FL,372.35
3613,"DEPUY, KEVIN C GYSGT",FL,5000.0
3614,"MCBRIDE, WILLIAM",FL,0.0
3615,"JONES, LATERESA ANN",FL,17683.07
3616,"SCOTT, RICK SEN",FL,5686163.23
3617,"MISIGOY, DENNIS",FL,14838.08
3618,"HOLIC, JASON KYLE",FL,10419.38
3619,"BARBERENA, CARLOS JOSE",FL,44.74
3620,"GRANT, STEVEN B",FL,23716.55
3621,"NGUYEN, QUOC TUAN MR.",FL,52548.77
3622,"TOMLINSON, TERESA PIKE",GA,15590.97
3623,"RIGGS AMICO, SARAH",GA,3745.89
3624,"LIEBERMAN, MATTHEW",GA,2201.2
3625,"JOHNSON-SHEALEY, TAMARA",GA,71028.72
3626,"WARNOCK, RAPHAEL",GA,223158621.66
3627,"TARVER, EDWARD J.",GA,29.95
3628,"JACKSON, DEBORAH A",GA,1276.22
3629,"OSSOFF, T. JONATHAN",GA,14553804.72
3630,"LOEFFLER, KELLY",GA,39469263.04
3631,"TAYLOR, KANDISS SHARPE DR",GA,0.0
3632,"GRAYSON, DERRICK E REV",GA,5327.83
3633,"SKRBIC, LJUBO",GA,7583.0
3634,"CHAMBLISS, C SAXBY",GA,62790.82
3635,"SADDLER, LATHAM",GA,4258023.89
3636,"KING, KELVIN",GA,1656119.43
3637,"BLACK, GARY",GA,2019802.32
3638,"CRAIG, JARED B ESQ",GA,4054.46
3639,"WALKER, HERSCHEL MR.",GA,68726971.62
3640,"CLARK, JOSHUA STEPHEN",GA,386657.01
3641,"BARTELL, ELBERT (AL)",GA,0.0
3642,"KINGSTON, JOHN H SR REP",GA,26636.58
3643,"GRAYSON, DERRICK EARL",GA,5327.83
3644,"PERDUE, DAVID",GA,15157223.02
3645,"ISAKSON, JOHN HARDY",GA,356560.36
3646,"FORTUIN, JOHN",GA,255.36
3647,"BARTELL, ELBERT(AL)",GA,0.0
3648,"STOVALL, VALENCIA",GA,0.0
3649,"BUCKLEY, ALLEN",GA,6.0
3650,"CHASE, OLIVER",GA,8762.39
3651,"HIRONO, MAZIE K.",HI,781725.97
3652,"SCHATZ, BRIAN",HI,3414430.43
3653,"DALHOUSE, TIMOTHY ALAN MR.",HI,257169.85
3654,"BONOAN, FEENA",HI,21546.83
3655,"CHRISTIAN, WALLYN",HI,506.99
3656,"FIEGEN, THOMAS L",IA,52.5
3657,"MAURO, EDDIE J",IA,1562402.62
3658,"GRAHAM, KIMBERLY",IA,0.0
3659,"GREENFIELD, THERESA",IA,332004.97
3660,"MUHLBAUER, DAVE MR.",IA,76411.58
3661,"HURST, GLENN",IA,105745.78
3662,"FINKENAUER, ABBY",IA,4186785.59
3663,"FRANKEN, MICHAEL T",IA,11417544.47
3664,"HARKIN, THOMAS RICHARD",IA,152.04
3665,"GRASSLEY, CHARLES E",IA,10675111.82
3666,"CARLIN, JAMES M.",IA,583841.69
3667,"WHITAKER, MATTHEW GEORGE ""MATT""",IA,0.0
3668,"ERNST, JONI K",IA,1337892.89
3669,"HERZOG, SUZANNE",IA,0.0
3670,"STEWART, RICK",IA,0.0
3671,"JORDAN, PAULETTE",ID,15152.94
3672,"ROTH, DAVID JORDAN",ID,89497.61
3673,"PURSLEY, BENJAMIN",ID,36352.97
3674,"TROTTER, JAMES SCOTT",ID,15151.75
3675,"BOURN, BRENDA",ID,8417.18
3676,"TURNBULL, RAMONT",ID,25786.66
3677,"CRAPO, MICHAEL D",ID,6419164.4
3678,"WRITZ, RAYMOND J",ID,2515.97
3679,"CLEVELAND, SCOTT OH",ID,103985.3
3680,"RISCH, JAMES E MR.",ID,320663.68
3681,"DURBIN, RICHARD J.",IL,696139.26
3682,"DUCKWORTH, L. TAMMY",IL,15632544.28
3683,"HUBBARD, PEGGY",IL,56370.81
3684,"CHLEBEK, CASEY",IL,160819.34
3685,"OBERWEIS, JAMES D ""JIM""",IL,90060.56
3686,"ARVIEW, TIMOTHY C",IL,1090.14
3687,"CRUZ, ROBERT ROB",IL,162526.76
3688,"PITON, ROBERT ""BOBBY""",IL,248686.05
3689,"CHLEBEK, CASEY",IL,160819.34
3690,"DUBIEL, MATTHEW JAMES",IL,130414.55
3691,"SALVI, KATHY RAYE",IL,1219268.72
3692,"TRUAX, DOUGLAS LEE",IL,0.0
3693,"MARSHALL, ROBERT",IL,6100.0
3694,"MALOUF, DANIEL",IL,0.0
3695,"REDPATH, WILLIAM MR.",IL,90811.36
3696,"WILSON, WILLIE",IL,0.0
3697,"HILL, BARON P",IN,23798.87
3698,"DONNELLY, JOSEPH S",IN,31350.64
3699,"KHAALIQ, HANEEFAH MS.",IN,43464.2
3700,"MCCRAY, VALERIE L DR",IN,12772.2
3701,"MCDERMOTT, THOMAS M. JR",IN,1360464.26
3702,"BAYH, EVAN",IN,11157.1
3703,"BATES, DON JR",IN,0.0
3704,"NIEDERBERGER, DANIEL MR",IN,8522.23
3705,"YOUNG, TODD CHRISTOPHER",IN,9618042.78
3706,"BRAUN, MIKE",IN,588267.46
3707,"ROKITA, THEODORE EDWARD",IN,14514.38
3708,"SCENIAK, JAMES",IN,17282.6
3709,"SCENIAK, JAMES",IN,17282.6
3710,"WIESNER, PATRICK",KS,24423.26
3711,"GRISSOM, BARRY",KS,19403.94
3712,"REDDI, USHA",KS,3519.96
3713,"BOLLIER, BARBARA",KS,497593.36
3714,"HOLLAND, MARK R. REV.",KS,867556.07
3715,"KLINGENBERG, ROBERT JOSEPH",KS,4688.98
3716,"BUSKIRK, PAUL",KS,13855.63
3717,"MARSHALL, ROGER W",KS,399403.14
3718,"MORAN, JERRY",KS,4702728.4
3719,"LATURNER, JAKE",KS,0.0
3720,"KOBACH, KRIS",KS,15981.99
3721,"PRUITT, BRYAN",KS,104.54
3722,"MARSHALL, ROGER W",KS,399403.14
3723,"HAMILTON, BOB",KS,53127.26
3724,"ROBERTS, PAT",KS,54805.03
3725,"ROTHMULLER, ERIC",KY,0.0
3726,"BOOKER, CHARLES",KY,6486224.69
3727,"TOBIN, MARY ANN",KY,169.26
3728,"GAO, RUTH DR.",KY,12501.02
3729,"FISCHER, GREGORY EDWARD",KY,0.0
3730,"PAUL, RAND",KY,21126143.14
3731,"THONEY, ROGER",KY,107.0
3732,"MCCONNELL, MITCH",KY,5161218.02
3733,"STAINFIELD, TAMI L.",KY,42941.35
3734,"BIERY, DAVID",KY,150.75
3735,"BARRON, STEPHEN BRADLEY",KY,0.0
3736,"BIERY, DAVID",KY,150.75
3737,"PIERCE, ANTOINE",LA,0.0
3738,"WENSTRUP, PETER",LA,312.33
3739,"PERKINS, ADRIAN",LA,196620.49
3740,"MIXON, LUKE",LA,2193301.9
3741,"CHAMBERS, GARY JR.",LA,1806620.0
3742,"STEIB, SYRITA",LA,266303.86
3743,"JOHN, CHRIS",LA,144.0
3744,"VITTER, DAVID B",LA,20.0
3745,"KENNEDY, JOHN NEELY",LA,30119860.38
3746,"CASSIDY, WILLIAM M.",LA,907953.84
3747,"FLEMING, JOHN C JR",LA,15.0
3748,"BILLIOT, BERYL MR",LA,0.0
3749,"KENNEDY, JOSEPH P III",MA,349348.51
3750,"PEMBERTON, STEVE",MA,1023.5
3751,"KENNEDY, JOSEPH P III",MA,349348.51
3752,"WARREN, ELIZABETH",MA,3996064.01
3753,"MARKEY, EDWARD SEN.",MA,1087951.58
3754,"O'CONNOR, KEVIN J",MA,64038.08
3755,"GOMEZ, GABRIEL",MA,11878.07
3756,"HERR, BRIAN",MA,127.16
3757,"AYYADURAI, SHIVA DR",MA,65587.65
3758,"KINGSTON, JOHN MR",MA,193.05
3759,"MAZZUCHELLI, EDWARD JAMES",MA,1125.01
3760,"SMITH, MICHELLE LAURENCE MS",MD,30969.42
3761,"CARDIN, BENJAMIN L",MD,276550.6
3762,"VAN HOLLEN, CHRIS",MD,5649146.01
3763,"TARANTIN, JAMES",MD,184870.86
3764,"THORMANN, JOHN H. IV",MD,2570.9
3765,"FRIEND, LORIE R",MD,9358.55
3766,"GIDEON, SARA",ME,8042905.73
